fuel,percent
Dizel / Naftë,64.63157894736841
Benzin,21.557894736842105
Gaz (TNG) / Benzinë,12.715789473684211
Hibrid & CNG,0.5052631578947369
Elektrikë,0.42105263157894735
Tjetër,0.12631578947368421
"Etanol (FFV, E85)",0.042105263157894736
