price_per_km
0.060714285714285714
0.029
0.034444444444444444
0.02894736842105263
0.075
0.03888333333333333
0.031578947368421054
0.041944444444444444
0.0308
0.095
0.03705882352941176
0.32
0.021052631578947368
0.0375
0.06538461538461539
0.03823529411764706
0.0325
0.023333333333333334
0.027857142857142858
0.022
0.0868421052631579
0.04999166666666666
0.013714285714285714
0.023666666666666666
0.051111111111111114
0.0432
0.11125
0.0345
0.07416666666666667
0.013
0.2
0.0002
0.058666666666666666
1.25e-05
0.04
1.19
0.03888333333333333
0.075
0.08625
5e-05
0.060714285714285714
0.029
0.08823529411764706
0.011666666666666667
0.08928571428571429
0.175
0.09411764705882353
6.666666666666667e-05
6.666666666666667e-05
4e-05
6.666666666666667e-05
0.05
0.075
0.039473684210526314
0.066
0.04368421052631579
1.04
0.07666666666666666
0.05153846153846154
0.039995
0.0565
0.0225
0.018125
0.031
0.05
0.04631578947368421
0.03277777777777778
0.055
0.0335
0.016666666666666666
0.09473157894736842
0.060714285714285714
0.03888333333333333
0.0285
0.21
0.029
0.3
0.08055555555555556
0.075
0.018
0.0295
0.041
0.06666
0.065625
0.06538461538461539
0.0112
0.0135
0.0288
0.029995
0.015996
0.004
0.04473684210526316
0.132
0.0002
0.017
0.021
0.0276
0.014
0.02
0.018
0.0148
0.035263157894736843
0.034
0.02176470588235294
0.059375
0.0488
0.007894736842105263
0.53
0.06263157894736843
0.019
0.0308
0.0172
0.016
0.07916666666666666
0.03529411764705882
0.0545
0.03888333333333333
0.05789473684210526
0.029
0.039
0.075
0.060714285714285714
0.10825
0.046
0.0625
0.052941176470588235
0.22
0.07352941176470588
5e-06
0.0661111111111111
0.022631578947368423
0.0345
0.0685
0.0545
0.22
0.049
0.0525
0.023157894736842106
0.36
0.18
0.13
0.0345
0.195
0.3933333333333333
0.06666666666666667
0.04777777777777778
0.13105263157894737
0.06315789473684211
0.0825
0.011666666666666667
5e-05
0.08625
0.09411764705882353
0.08823529411764706
0.029
0.03888333333333333
0.0488
0.53
0.019
0.007894736842105263
0.075
0.060714285714285714
0.016
0.07916666666666666
0.0172
0.0208
0.016
0.0175
0.04105263157894737
0.0145
0.06736842105263158
0.116
0.024
0.0295
0.034210526315789476
0.10105263157894737
0.17777777777777778
0.0495
0.06666666666666667
0.03894736842105263
0.0265
0.045789473684210526
0.07
0.06
0.0125
0.0086
0.08214285714285714
0.014473684210526316
0.065
0.04090909090909091
0.23
0.01125
0.028888888888888888
0.03631578947368421
0.03888333333333333
0.060714285714285714
0.029
0.06352941176470588
0.0515
0.045789473684210526
0.05421052631578947
0.075
0.0515
0.0232
0.04
0.1195
0.04857142857142857
0.12142857142857143
0.0295
0.09052631578947369
0.10357142857142858
0.07777777777777778
0.09705882352941177
0.1736842105263158
0.11153846153846154
0.07333333333333333
0.0435
0.0435
0.034210526315789476
0.05615384615384615
0.051176470588235295
0.0495
0.03666666666666667
0.02526315789473684
0.055
0.07588235294117647
0.058125
0.075
0.10666666666666667
0.09666666666666666
0.1095
0.035
0.086
0.034995
0.04411176470588235
0.0152
0.0225
2.2222222222222223e-05
0.058
0.03888333333333333
0.075
0.0425
0.06
0.029
0.060714285714285714
0.09473157894736842
0.119
0.16285714285714287
0.14285714285714285
0.13333333333333333
0.10909090909090909
0.1375
0.03611111111111111
0.040625
0.05
0.034210526315789476
0.0325
0.05142857142857143
0.05588235294117647
0.0185
0.0295
0.05307692307692308
0.035
0.056
0.013888888888888888
0.035555555555555556
0.018
0.0595
0.09578947368421052
0.035333333333333335
0.08
0.10666666666666667
0.04736842105263158
0.08
0.1
0.11538461538461539
0.0575
0.09875
0.07529411764705882
0.10833333333333334
0.085
0.029
0.060714285714285714
0.0585
0.03
0.075
0.03888333333333333
0.102
