price,mileage
10300.0,200000
5300.0,250000
5700.0,120000
5800.0,160000
6200.0,160000
4300.0,190000
7200.0,180000
3599.0,300000
11999.0,200000
11999.0,200000
3999.0,200000
12999.0,180000
3000.0,200000
4700.0,200000
3800.0,200000
3000.0,200000
8700.0,200000
14500.0,130000
8700.0,170000
8700.0,200000
5800.0,250000
25000.0,200000
8500.0,70000
7300.0,130000
23900.0,200000
6800.0,140000
17200.0,190000
5600.0,140000
5900.0,200000
9200.0,10000
5000.0,190000
13500.0,200000
7900.0,190000
3000.0,200000
12800.0,180000
11500.0,170000
4000.0,190000
3999.0,15000
1.0,200000
6300.0,250000
550.0,25000
35.0,180000
9300.0,180000
14800.0,130000
8700.0,190000
1.0,190000
11500.0,160000
10000.0,200000
24000.0,120000
25000.0,200000
1.0,180000
5200.0,200000
5800.0,200000
12000.0,200000
3999.0,150000
4900.0,200000
4200.0,190000
2600.0,200000
12000.0,180000
10000.0,95000
4900.0,250000
21000.0,140000
11400.0,200000
8900.0,200000
4400.0,90000
21500.0,140000
13000.0,15000
6300.0,190000
5800.0,200000
4400.0,190000
7300.0,170000
12700.0,200000
17000.0,150000
4000.0,190000
3000.0,200000
7900.0,190000
8500.0,190000
5000.0,190000
