fuel,percent
Dizel / Naftë,66.97595951075496
Benzin,22.18473218051455
Gaz (TNG) / Benzinë,9.953606073386755
Hibrid & CNG,0.42176296921130324
Elektrikë,0.3795866722901729
Tjetër,0.08435259384226065
