age
12
17
15
19
10
18
9
8
19
13
10
16
11
11
19
12
17
13
11
8
8
19
17
14
14
19
12
11
12
20
11
12
10
10
9
15
16
23
16
3
10
9
10
10
13
17
19
12
18
16
15
20
14
18
10
11
11
17
11
9
14
13
16
13
16
14
15
16
19
14
15
12
8
9
17
17
18
18
13
19
10
16
10
15
17
12
14
17
17
9
13
10
16
20
6
18
12
10
11
11
13
11
11
14
18
7
12
15
12
11
18
11
10
16
9
15
15
12
15
10
19
11
19
13
12
12
14
15
22
14
17
17
22
14
9
14
11
13
22
14
13
13
9
18
9
16
18
9
11
8
13
10
16
15
14
12
10
13
27
18
17
16
18
12
14
17
16
16
10
8
10
16
10
15
17
20
12
10
10
10
13
12
12
13
15
10
12
24
19
12
10
11
18
13
19
17
15
15
22
10
11
16
19
14
16
19
18
22
7
13
11
15
16
18
11
16
17
10
14
10
13
14
13
12
10
12
13
19
17
17
18
15
10
12
19
15
12
20
22
16
13
9
16
9
22
12
11
17
17
22
12
19
12
15
19
16
13
14
15
10
15
14
16
13
10
12
10
9
15
11
15
10
17
16
14
16
16
14
15
17
21
11
11
14
18
15
9
18
18
19
13
16
19
7
13
10
19
8
14
12
13
17
9
17
18
17
15
13
19
18
17
11
7
13
17
15
15
12
20
15
13
20
19
10
19
12
13
10
18
13
10
10
16
17
8
20
6
14
18
17
17
18
20
13
15
14
17
21
18
14
17
17
13
12
13
14
13
11
12
18
12
13
10
15
10
13
13
13
17
18
13
12
23
23
18
13
12
11
16
16
13
10
12
13
10
13
13
13
16
20
15
18
8
17
17
7
17
20
22
19
20
17
12
15
15
16
16
10
10
12
13
19
15
10
12
12
15
12
9
11
9
14
11
9
10
14
12
12
26
11
10
14
11
14
12
18
19
18
6
13
16
8
10
9
15
9
7
7
13
12
10
14
11
10
14
15
12
15
14
14
18
10
13
17
16
19
14
19
9
15
7
14
11
11
11
9
15
17
18
10
19
10
17
20
12
13
19
15
17
11
18
11
10
8
14
12
15
17
14
20
12
19
17
20
14
15
10
6
15
12
14
21
20
17
15
22
19
19
18
18
17
17
19
19
18
17
14
12
13
10
14
19
13
15
14
13
18
11
11
14
20
10
17
17
10
14
17
16
12
13
17
15
19
18
18
19
12
14
15
18
16
10
18
19
18
15
16
14
15
13
15
17
15
15
12
20
13
10
20
16
14
16
10
14
13
12
17
15
14
12
11
17
12
18
18
18
11
20
10
17
13
11
19
14
19
15
11
10
10
16
12
10
12
13
9
15
14
14
31
11
11
10
16
20
14
19
14
17
15
17
12
13
15
13
13
13
16
20
12
13
18
12
17
18
18
18
10
12
18
15
13
20
21
10
13
11
16
20
20
14
14
19
17
18
17
20
16
14
19
18
17
17
14
16
16
20
7
13
13
16
16
16
17
