age
10
15
17
13
15
13
9
13
14
13
10
14
12
15
15
12
9
12
13
7
17
26
9
20
12
13
11
13
20
18
7
14
13
16
9
13
7
10
16
9
11
13
14
12
15
13
15
13
4
14
12
17
17
17
10
12
17
13
9
9
10
7
11
10
13
11
10
16
9
9
19
8
13
13
13
12
10
12
11
10
13
12
10
13
6
10
13
16
14
10
14
10
15
7
10
13
11
10
19
9
11
10
14
14
10
12
12
20
11
18
10
13
13
9
13
17
15
14
13
12
17
13
8
20
10
13
13
13
6
13
15
13
14
17
17
13
13
4
17
12
12
10
17
7
9
9
11
10
11
13
10
10
13
13
16
19
13
8
9
12
9
12
10
12
10
11
13
11
13
15
16
17
11
13
16
14
15
9
15
9
13
12
13
13
13
19
18
15
12
19
11
21
13
15
21
10
13
17
9
13
13
12
12
13
11
10
4
13
10
9
7
9
14
12
15
13
13
13
13
12
14
16
11
19
18
10
11
11
11
13
12
12
12
9
17
17
15
11
15
18
15
20
17
14
19
6
11
17
15
4
16
12
17
13
14
11
8
14
13
13
13
15
13
6
17
12
13
11
12
13
11
13
15
17
17
13
17
14
14
12
11
13
19
14
10
12
13
6
14
17
15
14
15
12
10
15
20
12
11
13
12
13
18
15
11
16
10
7
11
7
13
13
9
13
15
16
14
9
13
12
10
14
9
15
10
3
18
14
18
15
9
9
13
12
10
13
13
11
12
12
9
13
12
10
13
10
7
10
6
7
15
8
13
15
8
13
8
11
14
5
17
17
9
9
17
7
11
13
10
35
13
11
11
20
12
10
9
9
8
8
13
17
13
6
11
12
13
13
13
12
11
15
17
13
17
17
14
13
11
12
12
15
14
15
15
13
13
14
20
10
13
12
18
11
11
15
16
13
17
12
12
14
17
17
11
6
15
18
12
13
13
20
14
12
13
16
12
19
11
13
20
11
7
7
18
17
13
13
15
13
14
17
18
17
19
21
15
19
22
20
28
19
14
18
12
19
20
19
12
20
15
13
18
14
21
16
16
20
19
20
20
23
18
18
14
17
13
17
15
20
17
14
14
10
9
11
16
11
15
11
21
11
19
18
14
15
15
17
17
11
19
15
14
16
12
13
12
13
17
14
13
15
14
15
13
13
23
10
13
20
11
9
15
4
13
14
18
14
15
15
10
13
9
12
15
7
10
19
10
17
10
16
13
9
8
10
18
14
19
12
13
17
12
12
13
13
15
19
14
15
13
20
11
13
15
12
20
20
14
15
19
17
17
15
10
10
9
10
14
11
11
13
11
23
13
20
14
20
11
12
13
18
12
17
16
13
15
13
12
11
11
13
13
16
11
14
14
13
15
17
13
15
9
17
8
10
16
12
17
14
25
14
14
24
11
17
21
15
11
17
17
13
9
15
9
14
10
18
20
15
15
15
21
19
15
13
13
14
13
11
14
22
14
24
14
17
10
12
11
11
9
19
22
14
12
15
10
17
14
12
12
11
14
11
11
12
18
14
13
14
15
13
27
12
12
18
11
16
18
15
13
13
14
13
14
15
10
17
20
11
18
10
17
12
19
12
11
18
12
9
10
11
13
11
10
16
12
12
7
11
10
14
16
13
20
19
18
14
12
13
18
12
13
15
15
14
14
12
13
11
11
17
16
23
19
17
17
16
13
9
13
9
11
12
15
12
17
15
17
13
22
18
17
13
17
12
13
11
11
8
33
10
15
17
20
15
17
23
16
18
24
13
15
14
11
13
13
19
21
19
9
9
14
19
17
11
13
22
20
13
15
16
18
17
15
15
14
14
15
16
14
14
13
13
13
11
15
15
18
10
14
12
23
13
10
2
6
15
19
20
20
3
9
11
3
17
13
14
11
12
25
18
13
14
15
14
12
12
17
16
15
12
17
16
21
13
14
28
14
15
19
11
10
19
8
11
13
8
12
13
16
15
12
21
20
17
17
15
20
11
16
17
14
21
17
14
19
18
11
12
10
13
19
20
18
18
17
18
18
16
17
18
12
21
13
12
12
19
10
13
16
17
17
18
14
19
21
15
18
13
17
20
14
12
18
17
19
15
16
7
14
17
17
13
10
11
9
19
17
28
18
8
16
10
8
19
10
13
11
28
17
28
20
14
6
13
16
13
11
8
16
13
13
13
16
13
13
15
13
16
17
14
14
17
16
18
14
9
14
11
14
9
19
18
12
16
17
10
16
18
15
12
10
19
13
13
7
11
22
18
18
14
18
14
22
15
3
16
17
14
19
15
17
12
9
13
18
8
27
11
13
13
19
14
16
18
12
13
16
16
12
12
19
14
10
15
13
17
17
14
15
14
28
11
13
19
16
21
21
7
19
15
14
14
18
15
11
19
22
15
18
19
14
12
17
18
13
13
16
17
14
18
17
15
8
12
18
24
19
18
13
19
10
15
12
18
13
13
17
16
19
19
12
15
15
12
10
20
6
10
32
6
9
20
19
8
15
19
11
19
6
13
6
10
17
11
19
10
18
13
17
11
17
15
11
12
11
16
14
17
20
12
12
8
13
17
9
11
17
21
13
15
7
8
10
19
12
13
10
18
15
12
10
18
9
18
17
20
20
10
12
19
20
13
12
20
12
15
15
15
16
17
8
11
18
11
15
15
18
16
14
20
14
17
14
12
18
16
15
22
19
12
15
15
17
9
16
6
8
12
19
16
13
19
16
10
10
13
11
9
20
20
19
19
16
13
10
9
20
7
39
11
17
11
40
27
17
12
10
11
5
16
11
11
19
12
19
16
11
10
11
13
11
9
15
10
17
19
17
16
15
13
16
15
13
11
17
18
13
11
11
17
11
10
11
9
10
16
10
14
8
10
13
18
14
7
13
11
11
8
11
11
19
13
15
15
19
10
13
13
11
15
11
20
18
16
13
20
13
6
16
12
14
17
19
17
12
18
22
13
15
18
17
16
12
18
9
21
19
18
12
20
13
9
14
19
10
13
19
26
26
15
10
25
17
26
12
12
10
11
13
20
18
14
19
20
26
9
12
11
17
17
16
11
19
15
10
13
14
12
15
13
17
18
9
19
14
10
19
12
20
26
17
17
21
14
21
18
11
18
12
19
13
17
10
13
12
10
18
9
10
13
13
9
13
22
17
9
12
16
12
17
15
13
13
11
14
13
12
12
15
17
14
16
8
16
18
20
10
34
19
18
13
17
16
17
12
10
13
17
10
11
12
20
12
19
14
15
15
10
11
14
9
7
10
17
9
6
14
10
17
13
9
13
10
13
19
13
11
19
10
17
15
18
13
13
14
11
13
16
16
18
15
11
21
15
13
16
14
17
14
12
18
16
17
12
10
10
15
13
10
19
17
17
17
15
13
10
14
18
13
11
8
9
10
9
17
13
8
10
11
10
11
11
11
20
20
16
12
13
13
20
13
16
8
13
13
14
10
11
14
13
19
18
17
13
14
18
15
19
16
12
17
11
22
25
12
13
9
11
15
20
16
14
12
14
14
23
15
12
25
11
13
26
10
19
13
14
9
17
10
17
10
13
15
26
12
17
26
10
19
11
15
9
10
12
15
11
17
16
26
13
10
3
12
10
12
13
16
12
13
12
18
14
13
19
20
10
26
20
19
12
11
9
17
26
17
11
16
12
17
14
12
10
10
12
12
7
12
17
12
26
18
14
16
11
10
14
8
11
19
18
18
19
10
12
17
17
15
19
11
13
10
8
20
13
13
19
12
11
12
13
14
15
18
11
14
18
10
10
18
16
22
15
13
16
14
21
19
17
19
15
